xe…,наш:INCL
k’-i-nde,шкура
ʜüni-n,снимать-PF-CONV
k’il.i-n,EM-DEMG-SUB/CONT-ELAT
χam,делать-PF-AOR
alatq-u-na,чарык-PL
ha-gi-k-as,EM-DEMT-PL
aq’-u-ne,надевать-IPF-CONV
šalam-ar,EM-DEMT-DEGR
ha-te-wur,насилие-PL
alik’-a-j,делать-PF-S-COP
ha-ti-daʜan,мы:EXCL-DAT
zulum-ar,потом
aq’-u-f-e,я
ča-s,сам:PL-DAT=ADD
aχpːa,плохой
zun,RE-делать-PF-AOR:NEG
čipː.i-s=ra,я
ʡaje,сам:PL=ADD
q-aq’-u-ndawa,<искоренять>
zun,делать-PF-AOR
čab=ra,DEMT
terg,Исак
aq’-u-ne,дядя-PL
te,DEMT-PL
isaq’,делать-PF-MSD-(IN)ELAT
add-ar,EM-DEMG-ADV(GEN)
te-wur,дело-PL
aq’-u-]b.a-as,стать-PF-S-COP
ha-gi-štːi,мой
kur-ar,голова-SUPER
x-u-f-e,так что
ze,легкий-ADV
k’il.i-l,деньги
rus,находить-PF-PT:PRF-S-COP:NEG
reʜet-tːis,я-DAT
pul,хлеб
ǯik’-i-naje-f-tːawa,приходить(IMP)
za-s,говорить-PF-AOR
guni,мы:EXCL
šaw,дорога-SUPER
p-u-ne,делать-IPF-INF
čin,Баку-DAT
reqː.ü-l,Магомед
aq’-a-s,брат(ERG)
bakːu.ji-s,Рухун-LAT
meʜemed,три
čːučːu,лошадь=ADD
ruχun-di,{APUD}быть-PRS
xibu,DEMM-PL-APUD
ʜajwan=na,DEMM-GEN
fa-a,ребенок-PL=ADD
me-wr.i-w,вещь=ADD
mi-n,ноша-PL=ADD
šünükː-ar=ra –,{SUPER}класть-PF-CONV
zat’=ra,сам:PL-GEN
qːaqː-ar=ra,приходить-PF-AOR
alix-i-na,сегодня
čpː.i-n,RE:приходить:PF-AOR
ad-i-ne,мы:EXCL
jaʕa,Рухун-SUB/CONT
qaj-ne,завтра
čin,Рухун-(IN)ELAT
ruχun.di-k,Касумкент-SUPER-LAT
bagah,приходить-PF-AOR
ruχun.a-as,Шюшехалум
q’asumʜür.i-l-di,говорить-IPF-S(GEN)
ad-i-ne,дом-DAT
šüšeχalum,Шюшехалум
aʁ-a-tː.i,родной-S
χul.a-s,COP:PST
šüšeχalum,DEMG-PL-GEN
muq’u-f,один
ij,завтра
ge-wr.i-n,вечер(TMR)
sa,завтра
bagah,я
deʜel.a,потом
bagah,[Шюшехалум]
zun,Касумкент-SUPER-LAT
aχpːa,DEMG-PL
šüše,RE:уносить-PF-CONV
q’asumʜür.i-l-di,DEMG-LOC-(IN)ELAT
ge-wur,Рухун-LAT
faqš-u-na,RE-уходить-PF-AOR
gi-sa-as,сзади(GEN)
ruχun-di,день(TMR)
q-uš-u-ne,село-DAT
χupːaq.tːi,RE-уходить-PF-AOR
jaʁ.a,село-DAT
ʜür.i-s,RE-идти-IPF-TERM
q-uš-u-ne,EM-DEML
ʜür.i-s,день(TMR)
qu-ʕʷ-a-stːi,{IN-ELAT}гнать-PF-TEMP
ha-le,покой
jaʁ.a,стать-IPF-PT:OPT
atːik-i-guna,Исак
raʜmat,дядя(ERG)
x-a-ǯe,я
isaq’,покой
add.a,стать-IPF-PRS
zun,мать=ADD
raʜmat,OST-DEMT-LOC-SUPER
χ-a-a,жилище
baw=ra,один
wow-ti-sa-l,дом
qːazma,{SUPER}класть-PF-CONV
sa,DEMT
χal,дом-DAT
alix-i-na,земля-SUPER
te,{SUPER}быть-PT
χul.a-s,EM-DEMG
ǯil.i-l,двор(IN)
l-e,двор
ha-ge,вещь=ADD
ʜajat.i,{IN}быть-PT-S-COP:NEG
ʜajat –,один
zat’=ra,что=ADD
a-je-f-tːawa,DEMG
sa,верх-POST
fi=ra,{POST}быть-PT
ge,дом
wartː.i-q,внизу(GEN)
qa-je,внизу(GEN)
χal,дом
ajd.i,нет
ajd.i,верх-POST
χal,{POST}быть-PT
waʔ,дом
wartː.i-q,маленький
qa-je,дом
χal,EM-DEML
bic’i,дом-DAT
χal,{IN-ELAT}гнать-PF-CONV
ha-le,DEMM-GEN
χul.a-s,сундук
atk-i-na,RDP:сундук=ADD
mi-n,бросать-PF-CONV
sunduq’ –,EM-DEMG-LAT
munduq’=ra,{IN-ELAT}гнать-PF-CONV
fatx-i-na,DEML
ha-gi-č,место-PL
atk-i-na,приносить-PF-CONV
le,EM-DEMT
ǯiga-jar,я
fajd-i-na,{IN}вылезать-PF-S=ADD
ha-te,один-S
zun,Муса(GEN)
ajč’-u-f=ra,Рамазан-PL
sa-d,DEMG-PL=ADD
musa.ji,приносить:PF-CONV
ramazn-ar,{SUPER}вынимать-PF-PRF
ge-wur=ra,я
faj-na,RE-идти-IPF-TERM
alatː-u-naa,INTJ
zun,верх-SUPER
qu-ʕʷ-a-stːi,{SUPER}быть-PRS
ho,DEML-PL
wartː.a-l,{SUPER}вынимать-PF-CONV
alde-a,стена-PL
le-wur,DEMG
alatː-u-na,сам:PL-GEN
cil-ar,лестница-PL
ge,DEMT-PL(GEN)
čpː.i-n,лестница-PL
züler-ar,DEMT-LOC-SUB/CONT-ELAT
te-wr.i,вверх
züler-ar,{SUB/CONT}быть-PT-S-COP:PST
ti-sa-k-as,DEMT
wartː,Эминат(GEN)
ke-je-f-ij,DEML-LAT
te,идти-IPF-PT:HAB
emint.a,DEMG-LOC-POST-ELAT
li-č,вверх
ʕʷ-a-jde,DEMT-PL(GEN)
gi-sa-q-as,лестница-PL
wartː,целиком
te-wr.i,{IN}быть-PT-S-COP:PST
züler-ar,DEMM-LAT
k’ildi,часть-делать-PF-PT:PRF-S-COP:PST
a-je-f-ij,{IN}вынимать-PF-CONV
mi-č,DEML
q’at’-q’-u-naje-f-ij,стена-PL
atː-u-na,вещь-PL
le,сам:PL-DAT
cil-ar –,RE-делать-PF-CONV
zat’-ar,DEMG-LOC-(IN)ELAT
čpː.i-s,ворота-PL
q-aq’-u-na,сам:PL-GEN
gi-sa-as,лестница-PL
qːapu-jar,RE-{SUB/CONT}класть-PF-CONV
čpː.i-n,{IN}пускать-PF-CONV
züler-ar,DEMM-PL
qa-kix-i-na,верх-SUPER
at-u-ne,VOC
me-wur,Исак
wartː.a-l,дядя
ja,DEMM
isaq’,что
adad,весть
me,COP
fi,говорить-PF-AOR
χabar,я
e,безбожник
p-u-ne,говорить-PF-AOR
zun,ты
gawur,я-DAT
adač,говорить-PF-AOR
p-u-ne,что
wun,делать-IPF-PT:HAB-S-COP
za-s,говорить-IPF-INF-COP
p-u-ne,ты
fi,кто
q’-a-jde-f-e,COP
ʁ-a-s-e,говорить-PF-AOR
wun,один
fiš,EM-DEMM-DEGR
e,крупный
p-u-ne,камень
sa,COP:PST
ha-mi-daʜan,камень
baba,{APUD-ELAT}пускать-PF-AOR
ʁʷan,DEMM(ERG)
ij,верх-SUPER-ELAT
čabraq’,вниз
fatt-u-ne,кидать-PF-AOR
mi,еще
wartː.a-l-as,падать-PF-AOR:NEG
aq,падать-PF-COND
alarʜ-u-ne,EM-DEMG
gena,камень-GEN
alurq’-u-ndawa,низ-SUB/CONT
alurq’-u-či,умирать-IPF-S-COP:PST
ha-ge,EM-DEMG-LOC-SUB/CONT
ʁʷan.di-n,DEMM
k’en.a-k,скала-SUPER
k’-e-f-ij,падать-PF-AOR
ha-gi-sa-k,сторона
me,стать-PF-AOR
q’ʷal.a-l,камень
lurq’-u-ne,еще
bagʷ,речь=ADD
x-u-ne,RE-говорить-IPF-INF
ʁʷan,мочь-PF-AOR:NEG
sara,DEMM-ADV
č’al=la,насилие-SUPER-LAT
q-aʁ-a-s,{APUD}вынимать-PF-AOR
x-u-ndawa,покой
mi-štːi,стать-IPF-PT:OPT-S(ERG)
guǯ.una-l-di,тысяча
fatː-u-ne,покой
raʜmat,нести-IPF-PRS=Xi
x-a-ǯe-tː.i,потом
aʁzur,умирать-IPF-TEMP
raʜmat,один
χ-a-a=χi,я-SUB/CONT-ELAT
нести-IPF-PRS=Xi,COP:PST
aχpːa,стать-PF-S
k’-e-guna,голова-POST
sa,один
za-k-as,я
ij,COP:PST
x-u-f,{POST}быть-PT-S
k’il.i-q,Али
sa,обида-ADV
zun,{IN}быть-PT-TEMP
ij,Али-PL-COMIT
qa-je-f,разговаривать-PF-S-COP:NEG
ʡali,я
qel-di,день
a-je-guna,ночь
ʡali-jar.i-qaj,месяц-PL-SUPER-LAT
raχ-u-f-tːawa,стать-PF-S-COP
zun,голова-POST
jaʁ –,Баку-IN
ʡüš,рак(GEN)
waz-ar.i-l-di,болезнь
x-u-f-e,стать-PF-PRF:PST
k’il.i-q,DEMT-DAT
bakːu.ji-ʔ,EM-DEMT
rak.di,рак
ʡazar,стать-PF-CONV
x-u-naji,EM-DEMT-LOC-IN
ti-s,операция-PL
ha-te,делать-PF-S-COP
rak,легкие-PL-IN
x-u-na,EM-DEMT-LOC(IN)
ha-ti-sa-ʔ,голова-POST
rus-jar,{POST}быть-PT-S-COP
aq’-u-f-e,всегда
rus-jar.i-ʔ,я
ha-ti-sa,садиться-PF-CONV
k’il.i-q,Магомед
qa-je-f-e,брат
hammiša,дело-SUPER
zun,{SUPER}быть-PT-S-COP
uq’-u-na,я
meʜemed,EM-DEMT-GEN
čːučːu,голова-POST
kar.di-l,{POST}быть-PT-S-COP
l-e-f-e,лимон
zun,стать-PF-COND
ha-ti-n,рот-POST
k’il.i-q,полоскать-IPF-CONV
qa-je-f-e,вещь
rus,делать-IPF-CONV
x-u-či,EM-DEMT-ADV-PL
siw.i-q,делать-IPF-CONV
qudark-a-j –,есть-IPF-INF
zat’,NEG-мочь-IPF-CONV
aq’-a-j,потом
ha-ti-štː-ar,я-SUB/CONT-ELAT
aq’-a-j,стать-PF-AOR
ʕut’-a-s,возьми
da-x-a-j,что
aχpːa,говорить-IPF
za-k-as,потом
x-u-ne,{APUD}вынимать-PF-AOR
ma,потом
fi,делать-PF-S-PL
ʁ-a,COP
aχpːa,DEMG-PL
fatː-u-ne,EM-DEMG-PL
aχpːa,я-DAT
aq’-u-tː-ar,стать-PF-AOR
e,я=COORD
ge-wur,мать
ha-ge-wur,EM-DEMG
za-s,OST-DEMG
x-u-ne,Машта(GEN)
zun=na,Муса(GEN)
baw,дом-PL-GEN
ha-ge,низ-SUB/CONT
wow-ge,Казимагомед-PL(GEN)
maštːa.ji,сеновал
musa.ji,{SUB/CONT}быть-PT-S-COP:PST
χul-ar.i-n,EM-DEMG-LOC-SUB/CONT
k’en.a-k,гора
qːazimaʜamad-ar.i,{SUB/CONT}быть-PST
müʜ,EM-DEMG
ke-je-f-ij,гора-(IN)ELAT
ha-gi-sa-k,{IN}вынимать-IPF-CONV
dahar,камень-PL
ke-ji,приносить:PF-CONV
ha-ge,делать-PF-S-COP:PST
dahar.i-as,один
atːʷ-a-j,нормально
ʁʷan-ar,потом
faj-na,арба-PL=ADD
aq’-u-f-ij,{SUB/CONT}завязывать-PF-CONV
sa,бык-PL
ʜilla,бычок-PL
aχpːa,<приучать>
čiq’-ar=ra,делать-IPF-CONV
kit’-i-na14,DEMT-PL(ERG)
jac-ar,камень-PL
wa,приносить-PF-CONV
dana-jar,река-PL-(IN)ELAT
wardiš,DEMT-LOC-(IN)ELAT
aq’-a-j,два
te-wr.i,жилище
ʁʷan-ar,делать-PF-S-COP
fajd-i-na,я
nac’ʷ-ar.i-as,EM-DEMT-LOC-SUPER
ti-sa-as,DEMM
ʡu,наш:INCL
qːazma,дом-IN
aq’-u-f-e,потом
zun,я
ha-ti-sa-l,невеста
me,приносить-PF-CONV
xe,[Ширинат]
χul.a-ʔ,мама=ADD
aχpːa,приносить-PF-CONV
zun,мама
sus,DEMG
faj-i-na,дом-IPF-INF
širina,приносить-PF-S-COP
mama=ra,DEMG
faj-i-na,два
mama,дом
ge,COP:PST
χul-a-s,{IN}быть-PT-S
faj-i-f-e,DEMG
ge,сначала
ʡu,EM-DEMG-PL
χal,DEMM-PL
ij,потом
a-je-f,Курбан-DAT
ge,{IN}пускать-PF-CONV
siftːa,DEMM-PL
ha-ge-wur,потом
me-wur,я
aχpːa,делать-PF-S-PL
q’ulban.a-s,COP
at-u-na,два
me-wur,год-SUPER-ELAT
aχpːa,Курбан-DAT
zun,невеста
q’-u-tː-ar,приносить-PF-CONV
e,DEMG-ADV-PL
ʡu,все
is.a-l-as,мой
q’ulban.a-s,рука-SUPER-ELAT
sus,уходить-PF-CONV
faj-i-na,все
gi-štː-ar,я
wuri,делать-PF-PT:PRF-S-COP
ze,стена-PL
χil.i-l-as,вещь-PL
š-u-na,я-POST
wuri,сила
zun,{POST}оставаться-PF-PT:PRF-S-COP:NEG
aq’-u-naje-f-e,DEMM-LOC-IN=ADD
cil-ar –,DEMG-ADV
zat’-ar,COP:PST:NEG-Q
za-q,DEMM-LOC-IN
aman,вы
qamirg-u-naje-f[-tːawa,приходить-PF-TEMP
mi-sa-ʔ=ra,ты-DAT
gi-štːi,видеть-PF-AOR:PST
duj-wa,OST-DEMG
mi-sa-ʔ,русский-PL-GEN
čun,два
ad-i-guna,жилище
wa-s,COP:PST
ag-u-nij,DEMG-LOC-IN
wow-ge,{IN}быть-PT-S
ʡurus-ar.i-n,EM-DEMG-PL
ʡu,все
qːazma,DEMG
ij,внизу-POST
gi-sa-ʔ,{POST}быть-PT-S-PL
a-je-f,все
ha-ge-wur,я
wuri,{SUPER}класть-PF-S-PL
ge,COP:NEG:Q
ajd.i-q,DEMG-PL
qa-je-tː-ar,OST-DEMG
wuri,что-IN
zun,теперь-GEN
alix-i-tː-ar,администрация
du,{IN}быть-PT
ge-wur,дом-PL-GEN
wow-ge,DEMM
fi.tːi-ʔ,сторона
hal.di-n,EM-DEMG-LOC-SUPER
rus,военный
a-je,городок
χul-ar.i-n,{SUPER}быть-PT-S-COP:PST
me,военный
qːʷal,военный
ha-gi-sa-l,[городок]
rus,EM-DEMG-LOC-IN
rus,{IN}вынимать-IPF-PST
al-e-f-ij,камень-PL
rus,DEMG-PL(ERG)
rus,бросать-IPF-PST
rus,все
ha-gi-sa-ʔ,новый
atːʷ-a-ji,дом-PL
ʁʷan-ar,{SUPER}класть-IPF-INF
ge-wur.i,потом
fatq-a-ji,EM-DEMG-PL-DAT
wuri,RDP:пять
c’aje,рубль
χul-ar,давать-IPF-CONV
lix-a-s,EM-DEMG
aχpːa,шофер-PL-DAT
ha-ge-wur.i-s,земля=ADD
ʕa~ʕafu,вещь=ADD
manat,{INTER}быть-CONV
c’-a-j,нести-IPF-CONV
ha-ge,бросать-PF-AOR
šofer-ar.i-s,я
rug=ra –,наш:INCL
zat’=ra,DEML-LAT
ʕa-j,земля-PL
χ-a-j,EM-DEML
fatq-u-ne,двор-GEN
zun,земля-DAT
xe,{IN}сыпать-PF-AOR
li-č,DEMG
rug-ar,низ-SUB/CONT
ha-le,{SUB/CONT}быть-PT
ʜajet.i-n,DEMG-LOC-POST
ǯil.i-s,EM-DEMM-ADV
aq-u-ne,скала
ge,{SUB/CONT}быть-PST
k’en.a-k,PTCL
ke-je,теперь
gi-sa-q,земля-PL
ha-mi-štːi,EM-DEMG-LOC-IN
q’ʷal,{IN}сыпать-PF-AOR
ke-ji,камень-PL
eχir,{INTER}вынимать-PF-CONV
hal,EM-DEMG
rug-ar,камень-PL-SUB/CONT-ELAT
ha-gi-sa-ʔ,делать-PF-AOR
aq-u-ne,стена-PL
ʁʷan-ar,все
ʕatː-u-na,я
ha-ge,делать-PF-S-PL
ʁʷan-ar.i-k-as,COP
aq’-u-ne,DEML-PL
cil-ar,грязь
wuri,{INTER}быть-PT-S-PL
zun,COP:PST
aq’-u-tː-ar,DEMG
e,низ-SUB/CONT
le-wur,{SUB/CONT}быть-PT
palčuq,стена-PL
ʕa-je-tː-ar,я-DAT
ij,легкий
ge,жизнь
k’en.a-k,находить-PF-PT:PRF-S-COP:NEG
ke-je,да
cil-ar,EM-DEML-ADV
za-s,COP
reʜet,товарищ
ʡümür,скала
ǯik’-i-naje-f-tːawa,говорить-IPF-CONV-COP-Q
an,папа
ha-li-štːi,скала
e,{SUB/CONT}быть-PT-S-COP:PST
rus,говорить-IPF-S-COP-Q
q’ʷal,скала
aʁ-a-j-e-wa,{SUB/CONT}быть-PT-S-COP
pːapː,да
